,PDB,SP
13053,3O8W,O29284
13054,3O8Y,P09917
13055,3O9P,P77348
13056,3OA1,P06747
13057,3OA2,G3XD23
13058,3OA5,B6A876
13059,3OA7,P53865
13060,3OA8,D7A6E5
13061,3OAJ,P96693
13062,3OAM,Q9KQX2
13063,3OB6,P60061
13064,3OB8,P00723
13065,3OBB,Q9I5I6
13066,3OBW,P96026
13067,3OBY,O29421
13068,3OC5,P0C6Q5
13069,3OCC,B1JL34
13070,3OCU,P26093
13071,3OD1,Q9K6Z0
13072,3ODM,Q8XLE8
13073,3ODU,P61073
13074,3ODV,P24662
13075,3OEK,Q62645
13076,3OEO,C6ECL5
13077,3OES,Q8TAI7
13078,3OET,P60802
13079,3OF1,P07278
13080,3OF5,Q5NGB5
13081,3OF6,Q6ISU1
13082,3OF7,P21827
13083,3OFE,Q8T9B6
13084,3OFH,Q9ERE7
13085,3OFW,P31713
13086,3OG4,Q8IU54
13087,3OGI,P9WNI7
13088,3OGK,O04197
13089,3OHN,P30130
13090,3OHU,Q9BYV9
13091,3OHW,Q55544
13092,3OIC,P71079
13093,3OIF,P54616
13094,3OJ0,Q97B68
13095,3OJ6,P0CI02
13096,3OJ7,C4LYI2
13097,3OJE,Q81GI3
13098,3OK8,Q80Y61
13099,3OKA,Q8NNK8
13100,3OKF,Q9KNV2
13101,3OKQ,P41697
13102,3OKX,Q6NDF6
13103,3OLH,P25325
13104,3OLM,P39940
13105,3OLZ,P42264
13106,3OM0,Q63273
13107,3OML,Q9VXJ0
13108,3OMY,P33788
13109,3OND,Q9SP37
13110,3ONG,P52488
13111,3ONJ,Q04338
13112,3ONK,P47160
13113,3ONR,Q6MX43
13114,3ONT,Q62264
13115,3OO2,Q5HED1
13116,3OOI,Q96L73
13117,3OP0,Q9ULV8
13118,3OP5,Q99986
13119,3OPB,P51534
13120,3OPD,P12861
13121,3OPK,Q7CPA2
13122,3OPT,P39956
13123,3OPY,Q8NJU8
13124,3OQ0,P32325
13125,3OQ2,Q72WF4
13126,3OQ3,P07349
13127,3OQC,Q99K23
13128,3OQH,Q65EX3
13129,3OQU,Q84MC7
13130,3OQV,Q8GED7
13131,3ORF,Q86A17
13132,3ORH,Q14353
13133,3ORV,P22619
13134,3OS4,Q8ZG93
13135,3OSM,P25389
13136,3OSS,E3PJ87
13137,3OSU,P0A0H9
13138,3OTB,Q9NWX6
13139,3OTF,Q9Y3Q4
13140,3OTV,P9WJK3
13141,3OU8,Q9I6Y4
13142,3OUG,Q5NF56
13143,3OUN,P71590
13144,3OUO,P21700
13145,3OV2,C0SVZ6
13146,3OVP,Q96AT9
13147,3OW8,Q9GZS3
13148,3OWC,Q9I0Q8
13149,3OWG,P23371
13150,3OWO,P0DJA2
13151,3OWV,P0A3S3
13152,3OX5,Q9NZU7
13153,3OXH,P9WIR3
13154,3OYX,D4GTL2
13155,3OYY,Q9HZZ2
13156,3OZ2,Q9HKS9
13157,3OZB,Q9HZK1
13158,3OZI,Q40253
13159,3P0C,Q9Y2I1
13160,3P0K,P41480
13161,3P0L,P49675
13162,3P0R,Q81JP2
13163,3P0U,P49116
13164,3P12,Q2G1A5
13165,3P14,Q9KCL9
13166,3P16,P9WNU1
13167,3P1A,Q99640
13168,3P1I,P54753
13169,3P1X,Q12906
13170,3P26,P32769
13171,3P2D,P32120
13172,3P2L,Q5NH47
13173,3P2M,I6XU97
13174,3P2O,Q0PA35
13175,3P2T,Q8NHJ6
13176,3P3K,Q8I3Z5
13177,3P3Y,O94856
13178,3P4E,Q9KPY6
13179,3P4I,A0QLU8
13180,3P4L,Q92859
13181,3P4X,O51934
13182,3P52,Q9PPB0
13183,3P56,O75792
13184,3P5N,E5QVT2
13185,3P5P,Q41594
13186,3P6B,P0C2S1
13187,3P7J,P05205
13188,3P7L,P35559
13189,3P7N,Q2NB98
13190,3P86,Q05609
13191,3P8C,Q9NYB9
13192,3P8D,Q9BVI0
13193,3P96,A0QJI1
13194,3P9A,P04893
13195,3PAC,P0DUV7
13196,3PB4,Q9NXS2
13197,3PBI,P9WHU5
13198,3PBL,P35462
13199,3PBN,G3XD46
13200,3PBP,Q02630
13201,3PC6,Q60596
13202,3PCO,P08312
13203,3PCS,Q13177
13204,3PDK,Q81VN7
13205,3PDW,O32125
13206,3PDX,Q8QZR1
13207,3PER,Q9AIX7
13208,3PFG,P95748
13209,3PFI,Q9PMT7
13210,3PFN,O95544
13211,3PFS,Q9ULD4
13212,3PFT,B6CDL6
13213,3PFY,Q96G74
13214,3PG4,C7C422
13215,3PG6,Q8TDB6
13216,3PGJ,Q9KVT3
13217,3PGX,Q73SC8
13218,3PGY,Q5HE87
13219,3PH9,Q8TD06
13220,3PHF,P03231
13221,3PHG,P56119
13222,3PHU,Q6TQR6
13223,3PIC,G0RV93
13224,3PIH,Q9WYV0
13225,3PIK,P77211
13226,3PIL,P40029
13227,3PJ9,Q9PIG7
13228,3PJA,Q99598
13229,3PJZ,Q87TN7
13230,3PKN,Q71RC2
13231,3PL1,I6XD65
13232,3PLC,Q69CK0
13233,3PLS,Q04912
13234,3PLT,Q12230
13235,3PLU,Q6Q546
13236,3PLW,P35926
13237,3PLX,Q9PIK3
13238,3PM0,Q16678
13239,3PM6,P0CJ44
13240,3PM8,O15865
13241,3PMC,Q9RMX2
13242,3PMI,Q2TAK8
13243,3PMO,Q9HXY6
13244,3PMR,P51693
13245,3PMT,Q9H7E2
13246,3PND,P41780
13247,3PO0,D4GUF6
13248,3POB,Q8CHN8
13249,3POL,A3M4Z0
13250,3PP2,Q6ZUM4
13251,3PP5,Q54X65
13252,3PP6,C4N147
13253,3PPC,P82610
13254,3PPE,Q8AYD0
13255,3PPL,Q8NTR2
13256,3PPN,O32243
13257,3PQ1,Q9NVV4
13258,3PQA,Q58806
13259,3PQC,Q9X1H7
13260,3PQD,P13714
13261,3PQJ,Q9PFB1
13262,3PR6,P32613
13263,3PR9,Q58235
13264,3PRH,P21656
13265,3PRU,P73203
13266,3PS0,Q97Y91
13267,3PS4,Q9Y2H9
13268,3PSA,P44206
13269,3PSF,P23615
13270,3PT1,Q04371
13271,3PTH,Q92615
13272,3PTJ,Q9ZVL6
13273,3PTK,Q7XKV4
13274,3PTR,O75151
13275,3PTY,P9WNL5
13276,3PUJ,P70452
13277,3PV7,Q68D85
13278,3PVC,Q8ZD36
13279,3PVE,A2ASQ1
13280,3PVJ,Q88RA3
13281,3PVL,P97479
13282,3PVP,A5TY69
13283,3PVR,P76077
13284,3PVS,P0AAZ4
13285,3PXH,A2A8L5
13286,3PYA,Q38802
13287,3PYC,Q9HCE7
13288,3PYD,P9WKG7
13289,3PYI,O62479
13290,3PYM,P00359
13291,3PYW,P49051
13292,3PZ7,Q155Q3
13293,3PZ8,P51141
13294,3PZD,P70211
13295,3PZF,Q7QIJ8
13296,3PZS,Q7CIR8
13297,3PZT,P10475
13298,3Q08,Q47CX0
13299,3Q0B,O82175
13300,3Q0H,Q495A1
13301,3Q0I,Q9KVU4
13302,3Q0Q,Q8TB72
13303,3Q10,Q8ZBK7
13304,3Q15,Q59HN8
13305,3Q18,Q9H4Y5
13306,3Q1D,Q9BYV2
13307,3Q20,Q8DIS6
13308,3Q2B,P86292
13309,3Q2C,Q8N6C8
13310,3Q2E,Q9NSI6
13311,3Q2R,P48060
13312,3Q3J,O75051
13313,3Q3Q,A1YYW7
13314,3Q3V,Q9PMQ5
13315,3Q45,Q11T61
13316,3Q4G,Q9KMW1
13317,3Q4H,A0QQ43
13318,3Q4N,Q58164
13319,3Q4S,P46976
13320,3Q4T,P27037
13321,3Q58,P60668
13322,3Q5D,Q8WXF7
13323,3Q5W,P38937
13324,3Q62,Q66CF3
13325,3Q7H,Q83DJ2
13326,3Q7R,A0A0H3MDW1
13327,3Q83,Q5HFV4
13328,3Q85,Q8VEL9
13329,3Q8D,P0A7H3
13330,3Q8T,Q91XJ1
13331,3Q90,Q13283
13332,3Q91,O95848
13333,3Q93,P36639
13334,3Q98,Q46803
13335,3Q9B,Q48935
13336,3Q9D,Q9Z7A3
13337,3Q9L,P0AEZ3
13338,3Q9P,P04792
13339,3QAN,Q9K9B2
13340,3QAZ,P14784
13341,3QB0,P80428
13342,3QBD,P9WPX9
13343,3QBG,P15647
13344,3QBU,B5ZA76
13345,3QBW,Q9I5Q5
13346,3QC1,Q61249
13347,3QC5,Q939N5
13348,3QC7,B3VMP4
13349,3QD2,Q9Z2B5
13350,3QD5,P0CL19
13351,3QD7,P76053
13352,3QD8,P9WNE5
13353,3QDK,Q9KBQ3
13354,3QDL,O25608
13355,3QDO,Q63511
13356,3QDP,P19934
13357,3QDS,F2Z266
13358,3QE3,P07846
13359,3QE7,P0AGM7
13360,3QE9,Q9UQ84
13361,3QEK,A0A1L8F5J9
13362,3QF2,Q96P20
13363,3QF3,P9WJB7
13364,3QF4,Q9WYC4
13365,3QF7,Q9X1X1
13366,3QFV,Q9Y5S2
13367,3QFX,Q27783
13368,3QH9,Q8ND30
13369,3QHB,P48329
13370,3QHQ,E7S4M0
13371,3QHR,P51943
13372,3QIB,P00039
13373,3QIK,Q8TCU6
13374,3QJ4,Q5VYX0
13375,3QJ7,P9WFR9
13376,3QJA,P9WFX7
13377,3QJJ,O58088
13378,3QK3,P26998
13379,3QKW,B5A7L9
13380,3QKX,P44923
13381,3QL9,P46100
13382,3QM2,P55900
13383,3QM3,Q0PAS0
13384,3QMB,Q9P0U4
13385,3QMN,Q9KPB6
13386,3QMQ,P64461
13387,3QMX,P73492
13388,3QN0,P65870
13389,3QN3,P42448
13390,3QNE,Q9HGT6
13391,3QNT,Q9UHC9
13392,3QNZ,P07437
13393,3QO4,O75509
13394,3QO6,O22609
13395,3QOQ,G3XCY4
13396,3QOR,Q9Y266
13397,3QOU,P77395
13398,3QOY,O67759
13399,3QP9,Q9ZGI4
13400,3QPH,Q9HGZ9
13401,3QQ2,Q45340
13402,3QQ3,Q07717
13403,3QQC,Q8U0M5
13404,3QQQ,P07803
13405,3QQR,P68168
13406,3QQZ,Q8FA95
13407,3QR3,P07982
13408,3QRF,Q9BZS1
13409,3QRL,P35189
13410,3QRV,P39898
13411,3QRX,P05434
13412,3QS2,Q8CWB9
13413,3QSQ,Q9IFX1
13414,3QSV,P97471
13415,3QTG,Q8ZYE0
13416,3QTP,P51555
13417,3QU1,Q9KN16
13418,3QU3,P70434
13419,3QUM,P07288
13420,3QUP,P55144
13421,3QUW,P40185
13422,3QV0,P40513
13423,3QV1,Q9LZP9
13424,3QVC,Q9Y006
13425,3QVE,O60381
13426,3QW9,P26342
13427,3QWA,P38230
13428,3QWD,Q2G036
13429,3QWE,Q9P107
13430,3QWL,Q9P0N9
13431,3QWM,Q6DN90
13432,3QWV,Q8R5A0
13433,3QWX,Q9NHC3
13434,3QX3,Q02880
13435,3QXF,P37651
13436,3QXL,Q5JS13
13437,3QXM,Q13002
13438,3QXY,Q8TBK2
13439,3QY6,P96717
13440,3QY9,Q5HG24
13441,3QYB,O60343
13442,3QYE,Q86TI0
13443,3QYF,Q97YD2
13444,3QZ1,P00191
13445,3QZL,Q7A655
13446,3R07,Q9HKT2
13447,3R08,P22646
13448,3R0E,B5LYJ9
13449,3R0K,B0TZW0
13450,3R0L,P0CG56
13451,3R0N,Q92692
13452,3R0Q,Q9MAT5
13453,3R0S,Q9PIM1
13454,3R0X,Q8ZL08
13455,3R12,Q9X1P5
13456,3R1K,P9WFK7
13457,3R23,Q81Q29
13458,3R27,P14866
13459,3R2C,O66530
13460,3R2H,Q9HWF9
13461,3R2Q,P0ACA1
13462,3R2W,Q16851
13463,3R31,Q8UH56
13464,3R38,Q8Y4C4
13465,3R3E,P42620
13466,3R3T,Q81JI2
13467,3R3U,Q6NAM1
13468,3R44,P9WQ37
13469,3R4R,A6LHQ9
13470,3R50,P93193
13471,3R5A,G3XD76
13472,3R5L,P9WP15
13473,3R6M,Q87RD1
13474,3R6P,Q8H1R0
13475,3R6S,Q79VI7
13476,3R6U,Q45462
13477,3R77,Q51790
13478,3R7T,Q9PMG4
13479,3R7W,Q00582
13480,3R8J,Q9Y5Z4
13481,3R8R,P19669
13482,3R8W,P93832
13483,3R8X,Q8ZJ80
13484,3R8Y,Q81MQ2
13485,3R90,Q9ULC4
13486,3R9M,Q5VW32
13487,3R9P,Q73T33
13488,3R9R,B1MHW4
13489,3RAU,Q9H3S7
13490,3RAY,Q9NQV5
13491,3RBF,P20711
13492,3RBG,O95727
13493,3RBH,P18895
13494,3RBN,P40692
13495,3RBQ,P11488
13496,3RBV,B3TMR8
13497,3RBY,Q05905
13498,3RC3,Q8IYB8
13499,3RCE,B9KDD4
13500,3RCO,Q8NHU6
13501,3RCP,Q9HB20
13502,3RD2,Q8NCF5
13503,3RDE,P16469
13504,3RDK,C6CRV0
13505,3RE3,Q5NFU1
13506,3REF,P31021
13507,3REO,O04385
13508,3REZ,P13224
13509,3RF1,A1VZ59
13510,3RF2,O67566
13511,3RF9,P36979
13512,3RFT,Q7CRQ0
13513,3RFU,Q5ZWR1
13514,3RFW,Q0PAS1
13515,3RFY,Q9SSA5
13516,3RG8,Q73PV9
13517,3RGA,B6ZK72
13518,3RGF,P24863
13519,3RGK,P02144
13520,3RGL,Q9PPK3
13521,3RGO,Q66GT5
13522,3RGW,P31891
13523,3RGX,O22476
13524,3RH0,P0DKS7
13525,3RH7,Q92ZM6
13526,3RHB,Q8GWS0
13527,3RHW,G5EBR3
13528,3RIB,Q9NRG4
13529,3RIM,P9WG25
13530,3RIP,Q9UGJ1
13531,3RIT,Q607C7
13532,3RJ8,I1SB12
13533,3RJD,P12314
13534,3RJL,Q65NN2
13535,3RJR,P07200
13536,3RK2,P60880
13537,3RK3,O14810
13538,3RKG,Q01926
13539,3RKO,C5W716
13540,3RKQ,P52952
13541,3RKU,Q05016
13542,3RL3,B1WBP0
13543,3RLC,Q8LTE1
13544,3RLE,Q9H8Y8
13545,3RLG,P0CE80
13546,3RLI,P82597
13547,3RM1,Q5E997
13548,3RM5,Q08224
13549,3RMJ,Q9JZG1
13550,3RMR,M4B6G6
13551,3RMT,Q9KCA6
13552,3RMU,Q96PE7
13553,3RN2,O14862
13554,3RNV,P89509
13555,3RO2,Q8VDU0
13556,3ROF,P0C5D2
13557,3ROH,Q2FXB0
13558,3ROI,Q83E11
13559,3ROJ,P73922
13560,3RON,P0A382
13561,3ROW,Q8PDX2
13562,3RP2,P00770
13563,3RP6,A6T923
13564,3RPF,P56422
13565,3RQ4,Q86Y97
13566,3RQ9,Q9I0D9
13567,3RQT,Q2G2P5
13568,3RR1,B2UCA8
13569,3RRC,P22290
13570,3RRD,P58907
13571,3RRL,P56006
13572,3RRO,Q9KQH7
13573,3RRQ,Q15116
13574,3RRU,O75674
13575,3RRW,P82281
13576,3RS1,Q9WVF9
13577,3RSB,Q58517
13578,3RSN,Q9UBL3
13579,3RST,O34525
13580,3RTL,Q7A656
13581,3RU6,Q9PIC1
13582,3RUI,P38862
13583,3RUK,P05093
13584,3RUY,Q81TV3
13585,3RV2,B2HP50
13586,3RWK,O94220
13587,3RWM,P51996
13588,3RX6,P05460
13589,3RY7,A0A0H2WZY4
13590,3RYT,P70206
13591,3RZU,O95630
13592,3S01,Q8R081
13593,3S0C,Q9HKI3
13594,3S0X,A9A677
13595,3S11,Q8QPL1
13596,3S12,Q80A30
13597,3S1T,P9WPX3
13598,3S26,P11672
13599,3S27,P49040
13600,3S2K,O94907
13601,3S2Q,Q9FLI7
13602,3S2U,Q9HW01
13603,3S3E,P35992
13604,3S46,P0A2W8
13605,3S4E,Q8WTR2
13606,3S4K,P9WIM3
13607,3S4L,Q57829
13608,3S4O,Q4QEZ7
13609,3S4T,Q12BV1
13610,3S4W,Q80V62
13611,3S4Y,Q9H3S4
13612,3S4Z,Q8K368
13613,3S5B,Q95NM6
13614,3S5H,Q76NL8
13615,3S5N,Q86XE5
13616,3S5U,C7UDU4
13617,3S5V,P84330
13618,3S5W,Q51548
13619,3S69,Q7SZE1
13620,3S6B,Q8IJP2
13621,3S6D,P0CL22
13622,3S6E,Q8VH51
13623,3S6I,Q92383
13624,3S6P,Q82462
13625,3S7E,P43238
13626,3S7R,Q99729
13627,3S7V,P0DOI3
13628,3S7X,A5HBD5
13629,3S82,A0QI26
13630,3S84,P06727
13631,3S88,Q7T9D9
13632,3S8I,Q8WTU0
13633,3S8J,P80691
13634,3S8M,Q2P9J6
13635,3S8P,Q4FZB7
13636,3S8S,O15047
13637,3S8W,P48551
13638,3S8Z,O75581
13639,3S93,Q8NAT2
13640,3S95,P53667
13641,3S97,Q12860
13642,3S98,P17181
13643,3S99,Q2YKI6
13644,3S9A,P18965
13645,3S9G,O94992
13646,3S9K,Q03526
13647,3S9V,Q38710
13648,3SAE,O81086
13649,3SAF,Q01780
13650,3SAJ,P19490
13651,3SAO,P21760
13652,3SBC,P34760
13653,3SBP,P19573
13654,3SBS,P32357
13655,3SBX,B2HS63
13656,3SBY,Q9Y4U1
13657,3SDE,Q15233
13658,3SDS,P0CL21
13659,3SDY,Q91MA7
13660,3SE4,P05000
13661,3SE6,Q6P179
13662,3SEI,Q8WXD9
13663,3SF4,P81274
13664,3SFT,Q9WYN9
13665,3SFZ,O88879
13666,3SG1,Q81K13
13667,3SGT,P60473
13668,3SH3,P86624
13669,3SH4,P98160
13670,3SHG,E6Z0R4
13671,3SHQ,Q9XZ16
13672,3SHR,P00516
13673,3SHW,P36383
13674,3SI1,Q9CYK2
13675,3SI9,Q6G468
13676,3SIR,O01382
13677,3SJD,P40056
13678,3SK1,Q8GPH6
13679,3SK3,P63411
13680,3SK9,Q53VY2
13681,3SKQ,Q08179
13682,3SKX,O30085
13683,3SL2,Q45614
13684,3SL7,Q9C5D0
13685,3SM9,Q14832
13686,3SMT,Q86TU7
13687,3SN2,Q01059
13688,3SO5,Q6P1C6
13689,3SO6,D3ZAR1
13690,3SO8,Q9H9E1
13691,3SOE,Q5TCQ9
13692,3SOK,P02975
13693,3SOO,Q5T7N2
13694,3SOP,Q9UH03
13695,3SP1,O51545
13696,3SP4,O74859
13697,3SPA,O00411
13698,3SQB,P04128
13699,3SR7,Q8DUI9
13700,3SR9,B0V2N1
13701,3SRI,P50489
13702,3SS3,D3Z7P3
13703,3SS7,P00926
13704,3SSB,P82176
13705,3SSC,P15005
13706,3SSM,Q83WF2
13707,3SSQ,Q8DKB2
13708,3SSS,Q8DKB3
13709,3ST9,P63786
13710,3STI,P39099
13711,3SUZ,O35431
13712,3SVL,P0AGE6
13713,3SW9,O88508
13714,3SWF,Q00194
13715,3SWN,O42978
13716,3SWY,Q16281
13717,3SXR,P51813
13718,3SY8,Q9HX69
13719,3SYJ,P45387
13720,3SYK,P95648
13721,3SYX,Q7Z699
13722,3SZ3,Q9KNV7
13723,3SZA,P30838
13724,3SZS,P60057
13725,3T05,Q6GG09
13726,3T0O,O00584
13727,3T0R,P82114
13728,3T15,Q40460
13729,3T1E,P12554
13730,3T1I,P49959
13731,3T1N,P30260
13732,3T2B,B1YAL1
13733,3T30,Q86SE8
13734,3T33,F4IEM5
13735,3T34,P42697
13736,3T4E,Q8ZPR4
13737,3T4J,Q9C5U0
13738,3T4R,Q9E7N7
13739,3T50,Q8YC53
13740,3T54,O43314
13741,3T57,Q9SU91
13742,3T58,Q8BND5
13743,3T5D,Q16181
13744,3T5G,O43924
13745,3T5O,P13671
13746,3T5T,H2K885
13747,3T5V,P46674
13748,3T5X,Q5JVF3
13749,3T69,Q92RN7
13750,3T6A,O75815
13751,3T6C,D4GJ14
13752,3T6Q,Q62192
13753,3T7B,Q8ZA87
13754,3T7I,P38850
13755,3T7L,Q7Z3T8
13756,3T7V,Q46E78
13757,3T7Z,Q58105
13758,3T88,P0ABU0
13759,3T90,Q9LFU9
13760,3T91,P37475
13761,3T92,Q15744
13762,3T95,Q74PW2
13763,3T97,P70582
13764,3T9N,Q8R6L9
13765,3T9O,P31129
13766,3T9Z,O28524
13767,3TAD,O75334
13768,3TAI,Q8U1N8
13769,3TAU,Q8Y672
13770,3TB4,P0C6D3
13771,3TB6,P96711
13772,3TB8,P03404
13773,3TBD,Q96CW9
13774,3TBF,Q5NHQ9
13775,3TBI,P13338
13776,3TBK,Q6Q899
13777,3TCA,Q8R5A3
13778,3TCF,P23843
13779,3TCJ,P62553
13780,3TCM,P52894
13781,3TD3,Q6RYW5
13782,3TDE,P9WGV1
13783,3TE3,Q9P0L9
13784,3TE4,Q94521
13785,3TEE,P40131
13786,3TEJ,P11454
13787,3TEN,G0WXL9
13788,3TEQ,Q13586
13789,3TER,G5EF60
13790,3TFH,Q4FP21
13791,3TFM,D3ZJP6
13792,3TFX,Q5FJB3
13793,3TFY,P52597
13794,3TG8,Q5SLP7
13795,3TGH,Q8I2X3
13796,3TGN,Q04I02
13797,3TGV,Q9KL41
13798,3TGX,Q9HBE5
13799,3TH1,P11451
13800,3THA,Q9PIF1
13801,3THC,P16278
13802,3THF,A1Z9P3
13803,3THG,Q7X9A0
13804,3THK,P16086
13805,3THM,P25445
13806,3THP,Q96BT7
13807,3THU,Q1NAJ2
13808,3TIO,P0A9W9
13809,3TIP,Q2G2B2
13810,3TJ1,P36070
13811,3TJI,A4W7D6
13812,3TJU,P20718
13813,3TJY,Q8RP04
13814,3TJZ,P11076
13815,3TKA,P60390
13816,3TKJ,Q7L266
13817,3TL1,P23154
13818,3TL2,Q6HSF4
13819,3TL4,P13188
13820,3TL8,Q94F62
13821,3TLA,Q47511
13822,3TLJ,Q8U248
13823,3TLK,P0AEL6
13824,3TLM,Q0VCY0
13825,3TLQ,P76204
13826,3TLX,Q8IJV6
13827,3TMA,Q72IH5
13828,3TML,B4EDA2
13829,3TND,O06663
13830,3TNF,P61006
13831,3TNL,Q8Y9N5
13832,3TNP,P31324
13833,3TNU,P02533
13834,3TO3,Q81RQ8
13835,3TOC,Q99ZV9
13836,3TOE,O27527
13837,3TOW,Q9H7P6
13838,3TP2,Q12046
13839,3TPF,Q9PNU6
13840,3TQC,Q83EV9
13841,3TQD,Q83E52
13842,3TQI,Q83BZ6
13843,3TQJ,P19685
13844,3TQO,Q83BL7
13845,3TQP,Q83B44
13846,3TQQ,Q83AA8
13847,3TQS,Q83AC2
13848,3TQT,Q83BZ9
13849,3TQU,Q83FA3
13850,3TQY,Q83EP4
13851,3TQZ,Q45920
13852,3TR0,Q83EL7
13853,3TR2,Q83E06
13854,3TR5,Q83DC7
13855,3TR7,Q83CW4
13856,3TR8,Q83C93
13857,3TRE,Q83AR4
13858,3TRF,Q83AJ3
13859,3TRG,Q83AB0
13860,3TRZ,Q8K3Y3
13861,3TS3,Q9Q3G5
13862,3TS9,Q8R5F7
13863,3TSM,Q2YRR4
13864,3TSN,Q9PN58
13865,3TSR,Q91VI7
13866,3TSY,Q42524
13867,3TT9,Q99959
13868,3TTK,Q9I6J1
13869,3TTL,Q9I6J0
13870,3TUF,P71044
13871,3TUL,Q56019
13872,3TUR,O53223
13873,3TV0,O00399
13874,3TVD,P61589
13875,3TVT,P31007
13876,3TW8,Q6P3S1
13877,3TW9,B5R541
13878,3TWK,O80358
13879,3TWR,P78314
13880,3TX1,Q8Y776
13881,3TX8,Q59284
13882,3TXM,Q7KLV9
13883,3TXX,Q837U7
13884,3TY2,Q9KI21
13885,3TY3,O14104
13886,3TY6,Q81WK5
13887,3TY7,Q99SD6
13888,3TYK,P00557
13889,3TZ1,Q7M3Y3
13890,3TZ6,P9WNX5
13891,3TZE,O96771
13892,3TZW,I6X8D2
13893,3U0O,P16456
13894,3U0R,Q9BZZ5
13895,3U0V,Q5VWZ2
13896,3U0W,P01808
13897,3U0Z,O88704
13898,3U10,Q9UL51
13899,3U12,Q86T82
13900,3U1I,Q5UB51
13901,3U1K,Q8TCS8
13902,3U1N,Q9Y3Z3
13903,3U1U,Q92541
13904,3U21,Q6P4R8
13905,3U28,P33322
13906,3U2B,Q06831
13907,3U2G,Q8TSG7
13908,3U3I,P89522
13909,3U3L,F8QQG5
13910,3U43,P04419
13911,3U44,P23478
13912,3U49,P39644
13913,3U4G,O57746
13914,3U4K,P21648
13915,3U4V,D2CVN6
13916,3U4X,J9PBR3
13917,3U53,P50583
13918,3U54,O57978
13919,3U57,Q9SPP9
13920,3U59,P19352
13921,3U5M,Q9UPN9
13922,3U5V,P28574
13923,3U62,Q9WYI1
13924,3U64,O83922
13925,3U6N,B7ZC96
13926,3U7B,B3A0S5
13927,3U7D,Q9ULI3
13928,3U7I,Q81UB2
13929,3U7K,Q5HGZ3
13930,3U82,Q69091
13931,3U84,O00255
13932,3U86,P17535
13933,3U8V,Q82S91
13934,3U9D,P68136
13935,3U9G,Q8K3Y6
13936,3U9J,Q9UKA1
13937,3UA0,P05790
13938,3UA3,P46580
13939,3UAF,G5ED35
13940,3UAJ,P09866
13941,3UAV,Q5EEL8
13942,3UBF,O15943
13943,3UBR,Q8EAC7
13944,3UBU,Q8JIV9
13945,3UC3,Q39193
13946,3UC4,Q940H6
13947,3UC9,P43615
13948,3UCI,P30403
13949,3UCS,P36659
13950,3UDO,Q9PLW0
13951,3UDW,P15151
13952,3UE9,Q2SWD3
13953,3UEK,Q9QYM2
13954,3UEP,P40296
13955,3UF4,P39688
13956,3UF5,P07141
13957,3UFC,Q8U3R3
13958,3UFX,P25126
13959,3UG6,Q58542
13960,3UGM,B2SU53
13961,3UGQ,P07236
13962,3UGS,Q9PP99
13963,3UHF,Q9PM24
13964,3UI4,Q9Y237
13965,3UIA,P12487
13966,3UIE,Q43295
13967,3UIT,F1MAD2
13968,3UIY,P12061
13969,3UJ1,Q8NBS9
13970,3UJ3,P03015
13971,3UJJ,Q9Q714
13972,3UJO,B3EWQ9
13973,3UJZ,O82882
13974,3UK2,Q2T095
13975,3UK3,O75362
13976,3UK6,Q9Y230
13977,3UK7,Q9M8R4
13978,3UKM,O00180
13979,3UKO,Q96533
13980,3UL3,Q8IDP4
13981,3UL4,Q06848
13982,3ULB,Q08236
13983,3ULH,Q86V81
13984,3ULQ,P14204
13985,3ULX,Q75HE5
13986,3UM7,Q9NYG8
13987,3UMV,Q6F6A2
13988,3UN9,Q86UT6
13989,3UNB,Q9R1P4
13990,3UNG,Q8U1S6
13991,3UNP,Q9UH99
13992,3UO2,P53193
13993,3UOM,P31415
13994,3UON,P08172
13995,3UOV,H3JQW0
13996,3UOW,Q8IJR9
13997,3UPD,Q8DCF5
13998,3UPG,P0A264
13999,3UPS,Q5NLX3
14000,3UPU,P32270
14001,3UPV,P22202
14002,3UQY,P0ACD8
14003,3UQZ,Q8DPI7
14004,3URF,O14788
14005,3URM,P25548
14006,3URY,Q2G1S8
14007,3USF,Q31QJ2
14008,3USS,Q9I0N5
14009,3USW,O25119
14010,3UT1,Q96JM7
14011,3UT2,A4QUT2
14012,3UTK,Q01567
14013,3UTM,O35625
14014,3UTN,Q08686
14015,3UV1,Q26456
14016,3UV9,Q0PF16
14017,3UVJ,Q02108
14018,3UVK,O14686
14019,3UVL,Q8NEZ4
14020,3UVM,Q9UMN6
14021,3UVO,Q9UPS6
14022,3UWD,Q81X75
14023,3UWK,Q9HZN8
14024,3UWL,Q834R3
14025,3UX2,Q9H5X1
14026,3UX4,P56874
14027,3UX9,P01562
14028,3UXF,P18477
14029,3UXU,P20214
14030,3UYI,Q3L181
14031,3UYJ,Q8N371
14032,3UYS,P48730
14033,3UYU,C7F6X3
14034,3UZQ,P27909
14035,3UZU,Q63X76
14036,3UZV,P07564
14037,3V03,P02769
14038,3V08,P35747
14039,3V09,P49065
14040,3V0R,P79085
14041,3V16,P45723
14042,3V1O,Q2F7J3
14043,3V1V,Q9F1Y6
14044,3V2H,O86034
14045,3V2I,Q2T1B9
14046,3V2U,P13045
14047,3V30,P48382
14048,3V32,Q5D1E8
14049,3V3C,P08212
